,orderID,Customer_ID,Product_ID,quantity,date
225,8611317,1000042,P00003242,1,2019-09-28
226,2737154,1000042,P00221542,1,2019-09-25
227,1391068,1000042,P00142142,1,2016-02-10
228,5539571,1000042,P00044442,3,2015-12-24
229,9721531,1000042,P00147742,3,2019-02-15
230,7675106,1000042,P00030942,2,2018-04-22
231,6843883,1000042,P00288042,2,2018-02-28
232,5159404,1000042,P00313142,2,2019-08-27
233,6183819,1000042,P00195442,2,2020-06-14
234,3626345,1000043,P00255842,1,2015-05-11
235,6739391,1000044,P00112142,3,2017-01-30
236,9783902,1000044,P00120342,2,2020-06-06
237,3930539,1000044,P00110542,3,2020-06-28
238,4554021,1000044,P00279942,3,2018-02-09
239,3449745,1000044,P00303742,3,2019-10-09
240,7446961,1000044,P00140742,3,2020-10-10
241,4834071,1000044,P00190042,1,2018-02-12
242,5584613,1000044,P00316742,2,2015-08-22
243,2165747,1000044,P00233542,1,2019-07-27
244,5662978,1000044,P00115242,1,2017-06-26
245,2970392,1000044,P00338442,3,2018-10-13
246,4298224,1000044,P00302842,3,2020-12-11
247,6975621,1000044,P00124842,1,2019-08-24
248,1131796,1000045,P00066442,1,2019-09-15
249,4810100,1000045,P00273442,3,2019-10-04
250,2278239,1000045,P00210142,1,2018-08-29
251,6508983,1000045,P00212542,1,2016-08-02
252,9324279,1000045,P00321742,1,2016-02-12
253,4143478,1000045,P00020042,3,2019-06-02
254,6618720,1000045,P00051942,1,2017-09-17
255,2984537,1000045,P00251342,1,2015-01-06
256,4033527,1000045,P00303542,2,2018-10-02
257,5618958,1000045,P00228142,2,2020-06-16
258,8370934,1000046,P00123142,2,2016-01-24
259,9639078,1000046,P00079542,3,2019-03-27
260,1363199,1000046,P00103142,2,2017-10-19
261,8917196,1000046,P00305542,2,2019-03-08
262,6955749,1000047,P00031042,3,2016-10-06
263,9240879,1000047,P00260042,3,2020-04-23
264,8665414,1000048,P00055642,1,2018-01-06
265,1641801,1000048,P00312742,3,2018-05-06
266,9536067,1000048,P00010742,3,2016-09-23
267,4510940,1000048,P00147742,2,2019-08-23
268,6322705,1000048,P00303742,1,2018-12-25
269,9901771,1000048,P00223242,3,2016-04-26
270,7095245,1000048,P00114942,1,2015-01-31
271,6218263,1000048,P00277442,3,2017-04-05
272,5295497,1000048,P00183242,2,2016-02-07
273,4420767,1000048,P00030842,3,2019-06-24
274,2871528,1000048,P00220142,3,2019-06-25
275,3122781,1000048,P00130442,1,2016-05-25
276,5509525,1000048,P00323042,1,2018-08-05
277,9474933,1000048,P00344742,2,2020-10-16
278,8563159,1000048,P00182442,1,2015-08-19
279,7027792,1000048,P00015342,3,2018-12-14
280,4704029,1000048,P00113242,2,2017-08-24
281,2627128,1000048,P00288042,2,2017-01-20
282,2551388,1000048,P00103042,3,2018-11-06
283,8930284,1000048,P00187842,1,2020-06-21
284,2295361,1000048,P00162442,2,2018-02-16
285,9089416,1000048,P00078542,1,2017-01-21
286,8020632,1000048,P0094142,3,2017-09-29
287,6129503,1000048,P00324442,3,2020-09-21
288,5371394,1000048,P00041642,1,2020-09-25
289,6609274,1000048,P00050542,3,2015-09-30
290,1781201,1000048,P00006442,2,2015-11-01
291,8765702,1000049,P00051442,1,2020-03-26
292,3797130,1000049,P00350942,2,2016-03-06
293,6334319,1000049,P00000142,1,2019-12-26
294,9682523,1000049,P00127242,1,2017-01-21
295,8998840,1000049,P00034042,2,2016-08-17
296,7339538,1000049,P00143142,3,2016-02-05
297,3418509,1000050,P00317942,1,2015-08-28
298,6257861,1000050,P00335542,3,2017-12-18
299,3901760,1000051,P00361842,3,2016-10-05
300,8991808,1000052,P00147942,3,2015-04-03
301,1178501,1000052,P00000642,3,2015-03-25
302,9403799,1000052,P00037142,2,2015-04-27
303,2298705,1000052,P00028042,3,2015-05-04
304,7349699,1000053,P00117542,2,2015-07-08
305,7086674,1000053,P00120342,3,2016-02-02
306,1603858,1000053,P00130742,2,2018-07-21
307,6455143,1000053,P00024142,2,2015-07-17
308,7523885,1000053,P00127242,2,2020-11-12
309,7904130,1000053,P00209742,3,2019-04-28
310,4854800,1000053,P00160042,2,2019-12-27
311,7954843,1000053,P00042342,3,2019-02-25
312,1489334,1000053,P00016542,3,2019-09-02
313,7756507,1000053,P00016742,1,2018-05-02
314,8676884,1000053,P00227642,1,2017-02-02
315,5839216,1000053,P00146142,3,2017-04-13
316,3556546,1000053,P00070542,2,2019-03-30
317,1390012,1000053,P00129842,2,2020-07-06
318,4681256,1000053,P00243942,3,2019-08-05
319,4296665,1000053,P00246742,1,2018-09-24
320,5634798,1000053,P00310142,2,2017-07-30
321,1265159,1000053,P00244142,1,2015-12-29
322,5251416,1000053,P00085442,2,2017-12-08
323,7823794,1000053,P00190142,2,2020-01-21
324,5834610,1000053,P00109242,1,2019-01-12
325,5820902,1000053,P00089342,1,2020-02-04
326,9237764,1000053,P00288542,3,2020-03-29
327,3572258,1000053,P00212242,2,2017-01-14
328,8020203,1000053,P00319342,1,2016-12-21
329,5627445,1000053,P00302942,2,2017-04-24
330,5345438,1000053,P00145942,1,2020-01-20
331,3126185,1000053,P00026342,3,2016-03-25
332,8188637,1000053,P00148842,1,2019-04-13
333,5287004,1000054,P00299842,1,2017-05-07
334,7120204,1000054,P00313342,2,2020-07-22
335,7098052,1000056,P00102442,3,2017-02-05
336,2689302,1000056,P00237542,3,2019-12-14
337,9580524,1000056,P00213742,1,2019-11-22
338,9717388,1000056,P0099342,1,2019-11-12
339,8787147,1000057,P00171542,1,2018-11-03
340,7858678,1000057,P00135742,1,2015-02-16
341,7017524,1000057,P00350342,1,2020-01-29
342,3477697,1000058,P00110742,2,2018-05-25
343,2570719,1000058,P00117642,2,2016-05-27
344,9584946,1000058,P00114142,1,2018-03-20
345,3883506,1000058,P00119142,1,2019-01-26
346,1627908,1000058,P00280742,3,2020-07-15
347,7909379,1000058,P00271142,1,2016-06-09
348,3047322,1000058,P00348242,2,2018-08-15
349,6861843,1000058,P00003942,1,2020-02-18
350,5067617,1000058,P00282642,2,2017-06-18
351,2043612,1000058,P00288642,2,2016-07-22
352,7079844,1000058,P00151742,3,2020-08-14
353,4913497,1000058,P00244142,1,2015-09-17
354,3134876,1000058,P00050642,3,2018-07-14
355,2270597,1000059,P00114742,2,2020-09-02
356,2645547,1000059,P00113942,1,2018-02-24
357,1027787,1000059,P00120942,1,2018-10-08
358,3015555,1000059,P00083842,1,2020-08-07
359,7375997,1000059,P00148642,2,2015-05-28
360,4890401,1000059,P00317842,2,2020-02-01
361,1527495,1000059,P00030642,3,2019-08-25
362,5368610,1000059,P00273642,1,2015-12-19
363,8772147,1000059,P00002542,2,2019-01-11
364,8881753,1000059,P00331642,2,2019-12-27
365,4307117,1000059,P00331242,1,2020-12-08
366,9381458,1000059,P0096442,2,2015-08-26
367,7281733,1000059,P00050242,1,2015-10-22
368,4505239,1000059,P00131942,3,2020-10-01
369,7070010,1000059,P00010742,1,2017-03-28
370,4482953,1000060,P00150542,3,2018-04-18
371,1182896,1000060,P00132042,3,2016-08-15
372,2431261,1000061,P00334242,3,2016-03-04
373,4904031,1000062,P00013742,2,2020-10-13
374,5668418,1000062,P00036842,2,2019-07-02
375,5577591,1000062,P00119342,2,2017-08-22
376,2694410,1000062,P00182142,2,2019-10-09
377,3839693,1000062,P00188942,2,2016-07-24
378,2369868,1000062,P00203142,1,2019-07-20
379,2937608,1000062,P00320442,1,2015-12-18
380,2233794,1000062,P00121642,2,2015-04-04
381,3970608,1000062,P00289542,3,2016-06-19
382,4475000,1000062,P00329742,1,2016-11-26
383,7442803,1000062,P00326642,2,2016-09-09
384,1523965,1000062,P00346142,3,2015-08-11
385,5102439,1000062,P00336142,2,2020-05-27
386,5502192,1000062,P00111442,1,2015-10-18
387,2807158,1000062,P00087242,3,2018-08-18
388,8422316,1000063,P00234742,3,2020-05-30
389,2123888,1000063,P00021742,1,2020-01-19
390,2265735,1000063,P00090842,1,2017-08-01
391,4338018,1000063,P00214542,1,2015-03-21
392,2996723,1000064,P00110942,2,2018-06-02
393,8917714,1000065,P00289942,1,2020-08-11
394,2743494,1000065,P00147942,2,2017-05-02
395,3256436,1000065,P00216142,3,2017-09-21
396,8548759,1000065,P00104842,1,2019-06-03
397,8231903,1000065,P00113142,3,2015-05-28
398,1783509,1000065,P00177942,1,2016-09-17
399,9056476,1000066,P00265242,1,2015-09-08
400,5462217,1000067,P00118142,2,2019-02-11
401,9694152,1000067,P00003642,2,2018-03-21
402,6849233,1000067,P00178342,1,2015-05-16
403,1014987,1000068,P00289742,2,2016-07-20
404,8264255,1000068,P00085042,1,2020-02-19
405,1125624,1000068,P00248942,1,2019-11-29
406,8700827,1000069,P00184942,1,2019-05-31
407,5940085,1000069,P00041542,3,2016-05-13
408,6112634,1000070,P00249142,1,2015-11-16
409,5056504,1000070,P00284042,3,2016-10-30
410,4740184,1000071,P00165442,3,2018-05-23
411,6483119,1000071,P00115942,2,2016-08-09
412,4039749,1000071,P00278642,1,2015-11-04
413,6278650,1000071,P00021742,3,2018-04-11
414,6031529,1000072,P00156442,1,2016-12-09
415,6314881,1000072,P00318742,3,2015-03-22
416,8247369,1000073,P00351142,2,2016-06-06
417,8770720,1000073,P00074442,3,2015-12-03
418,5521114,1000073,P00047242,1,2018-03-25
419,4656249,1000073,P00199042,1,2019-09-30
420,9534322,1000073,P00192542,2,2016-04-28
421,5413826,1000074,P00351142,3,2020-06-04
422,6092749,1000074,P00350042,2,2015-08-18
423,4425756,1000075,P00248442,3,2017-06-30
424,3251860,1000075,P00172842,3,2016-07-14
425,5501208,1000075,P00198142,3,2020-10-18
426,9543346,1000075,P00282142,2,2016-11-01
427,3739536,1000075,P00166942,3,2015-07-09
428,7788317,1000075,P00187742,1,2020-05-06
429,3221069,1000075,P00003442,3,2017-08-24
430,1200380,1000075,P00060242,1,2018-12-31
431,1706486,1000075,P00137642,1,2020-11-28
432,2481224,1000075,P00106742,1,2020-02-20
433,2717308,1000076,P00126142,1,2020-11-04
434,6191658,1000076,P00219842,1,2016-08-22
435,3007407,1000076,P00046142,2,2020-02-26
436,9226992,1000076,P00338442,3,2019-08-28
437,5200489,1000076,P00328142,3,2018-07-30
438,2332912,1000077,P00255542,2,2020-12-16
439,3652292,1000077,P00250842,3,2017-08-25
440,7150549,1000077,P00260142,2,2020-01-19
441,7398442,1000078,P0097142,2,2017-01-29
442,1162573,1000078,P00209842,2,2019-11-29
443,3993903,1000078,P00212942,3,2018-12-28
444,7802074,1000078,P00283942,2,2017-02-12
445,2210163,1000078,P00303242,1,2019-03-23
446,5318260,1000078,P00170442,3,2019-03-26
447,5542538,1000078,P00045842,3,2018-09-24
448,1565675,1000078,P00040442,3,2016-03-17
449,1656946,1000079,P00195842,2,2017-07-08
450,6074751,1000079,P00148642,3,2017-11-27
451,1230928,1000080,P00157542,1,2017-04-19
452,3981911,1000080,P00293242,2,2015-12-04
453,4167282,1000080,P00064042,2,2015-08-04
454,4925224,1000081,P00344242,2,2016-02-23
455,6436191,1000082,P00015542,1,2017-11-18
456,5505086,1000082,P00001642,2,2018-05-14
457,8565762,1000083,P00105142,1,2018-01-06
458,2351003,1000083,P00251242,1,2017-09-19
459,2178030,1000083,P00183442,3,2016-02-08
460,4868717,1000083,P00199442,2,2016-08-07
461,7113083,1000083,P00054542,3,2020-05-24
462,8560268,1000084,P00034742,3,2017-03-21
463,4120941,1000084,P00042242,1,2020-03-27
464,3714192,1000084,P00277442,3,2020-03-03
465,5779532,1000084,P00163142,2,2020-01-13
466,1725136,1000085,P00027142,2,2016-12-15
467,6383406,1000086,P00145042,1,2016-01-20
468,5461383,1000086,P00053942,1,2019-10-05
469,2115877,1000087,P00173342,2,2015-01-19
470,2573556,1000087,P00233342,1,2016-04-01
471,8270047,1000087,P00036842,1,2015-01-03
472,4250943,1000088,P00010842,3,2016-10-01
473,8746790,1000088,P00120242,2,2017-11-16
474,2288448,1000088,P00313342,1,2016-07-14
475,7855570,1000089,P00223942,1,2018-05-04
476,2094044,1000089,P00362342,1,2015-11-20
477,4106536,1000090,P00027542,3,2015-01-14
478,5748118,1000090,P00051442,1,2019-06-16
479,7191759,1000090,P00234842,3,2017-05-25
480,6368655,1000090,P00029242,1,2019-02-08
481,8306625,1000090,P0097842,2,2019-11-15
482,2832882,1000090,P00160942,2,2015-05-26
483,8343341,1000090,P00136542,1,2017-12-30
484,7087197,1000090,P00223242,2,2018-06-15
485,7172537,1000090,P00127942,2,2020-01-16
486,3569880,1000090,P00248542,2,2017-07-17
487,7720060,1000090,P00145842,1,2016-01-05
488,6006897,1000090,P00214342,1,2017-04-26
489,6806136,1000090,P00161542,2,2020-06-28
490,3649905,1000090,P00001942,3,2018-09-25
491,1268903,1000091,P00010842,3,2015-02-12
492,2604057,1000091,P00220442,1,2017-01-02
493,3738591,1000091,P00278642,2,2019-03-04
494,3154297,1000091,P00138542,3,2016-03-01
495,9751809,1000092,P00317942,2,2017-02-18
496,9852630,1000092,P00190042,2,2017-03-25
497,3690332,1000092,P00328042,2,2015-12-19
498,7337627,1000092,P00370242,3,2020-08-31
499,2355767,1000092,P00340642,3,2016-06-10
500,9176477,1000092,P00358242,2,2017-04-04
501,3040446,1000092,P0096542,2,2020-10-29
502,3971356,1000092,P0096942,3,2018-02-12
503,3469977,1000092,P00074142,2,2016-06-22
504,4462260,1000092,P00273442,1,2020-03-02
505,1411887,1000092,P00270042,3,2020-08-12
506,6234230,1000092,P00255842,1,2016-07-22
507,2692677,1000092,P00223842,1,2020-06-30
508,4981437,1000092,P00014842,3,2020-05-01
509,8905725,1000092,P00274342,2,2017-09-30
510,4265838,1000093,P00199442,3,2018-01-13
511,2469674,1000093,P00216342,2,2018-06-20
512,8780281,1000093,P00070542,3,2019-02-21
513,3212974,1000093,P00112542,1,2020-03-12
514,8950967,1000093,P00346142,3,2015-10-19
515,1885214,1000093,P00208742,1,2016-07-10
516,1643039,1000093,P00248942,3,2018-03-22
517,5888932,1000093,P00351142,2,2017-02-19
518,7811025,1000093,P00304442,1,2019-11-06
519,3445274,1000093,P00014042,3,2016-05-07
520,5417614,1000093,P00028442,1,2016-02-23
521,9730317,1000093,P00155442,1,2015-02-13
522,3782939,1000093,P00133442,2,2015-12-13
523,8611278,1000093,P00159842,1,2018-09-14
524,8125080,1000093,P00019942,2,2017-07-15
525,2899453,1000093,P00366542,1,2018-10-03
526,9642991,1000094,P00117042,1,2017-05-15
527,5057281,1000095,P00141942,3,2018-03-10
528,2604013,1000095,P00003642,3,2016-02-01
529,7682371,1000096,P00117942,2,2019-06-24
530,7258573,1000096,P00001742,1,2020-01-30
531,9053845,1000097,P00209842,3,2018-01-03
532,9455515,1000097,P00293742,2,2015-12-21
533,3108786,1000097,P00315442,3,2019-11-13
534,1697475,1000097,P00297642,3,2018-06-17
535,9753763,1000097,P00088542,1,2016-02-29
536,1874058,1000097,P00089042,1,2019-04-08
537,4093347,1000097,P00175742,2,2019-12-08
538,4819740,1000097,P00115942,3,2018-09-05
539,5406945,1000099,P00317842,1,2015-11-23
540,7267099,1000099,P00334242,1,2016-02-16
541,9854048,1000099,P00035542,2,2015-09-17
542,1053623,1000099,P00129542,3,2016-08-24
543,2672882,1000099,P00234842,3,2018-07-26
544,4518275,1000100,P00057942,3,2019-08-22
545,1308108,1000100,P00037142,1,2016-05-30
546,8666433,1000100,P00059442,1,2016-04-27
547,8210094,1000101,P00278042,3,2017-01-06
548,3531695,1000101,P00154042,2,2019-10-05
549,7450082,1000101,P00014042,3,2018-07-14
550,8599862,1000101,P00262242,1,2020-06-06
551,3141347,1000102,P00010842,1,2015-03-03
552,4574087,1000102,P00334242,1,2020-09-22
553,5181419,1000102,P00337942,2,2015-03-28
554,8140638,1000102,P00274942,1,2020-01-12
555,4791284,1000102,P00229342,3,2015-04-30
556,2518417,1000102,P00274242,2,2017-07-24
557,7489838,1000102,P00084642,3,2019-05-18
558,5270596,1000103,P00071242,3,2018-06-03
559,9359493,1000103,P00050442,1,2016-12-20
560,4112316,1000103,P0097342,1,2015-09-14
561,8847163,1000103,P00165442,2,2019-04-30
562,3405548,1000105,P00269542,2,2020-12-20
563,6142736,1000105,P00045542,3,2019-04-13
564,6141527,1000105,P00139742,3,2015-07-10
565,4807225,1000105,P00332242,1,2019-08-13
566,1074718,1000106,P00205442,1,2017-09-10
567,9512371,1000106,P00085542,2,2020-10-29
568,5339749,1000106,P00112142,3,2020-02-04
569,3335201,1000107,P00323742,2,2015-02-17
570,4494796,1000107,P00183142,2,2020-04-22
571,5846547,1000107,P00344242,2,2018-02-28
572,1483802,1000107,P00298242,3,2019-10-05
573,2846573,1000107,P00300942,1,2015-10-10
574,2256499,1000107,P0097142,2,2020-09-23
575,8971306,1000108,P00013942,1,2015-09-20
576,8944546,1000109,P00087042,3,2018-04-07
577,5535382,1000109,P00087342,2,2019-01-27
578,1232403,1000109,P00195642,3,2015-11-07
579,1551108,1000110,P00035842,1,2016-04-07
580,9773260,1000111,P00036842,2,2018-05-30
